ID,Rank (Temp),User,Rank,Score,SS,SSW,Place,Set Win Rate,Game Win Rate,Barnacle,Bluefin,Brinewater,Crableg,Eeltail,Flounder,Haggle,Hammerhead,Humpback,Inkblot,Lemuria,Mahi,Mako,Manta,Marlin,Mincemeat,Museum,Robo,Scorch,Shipshape,Sturgeon,Umami,Undertow,Urchin,Wahoo,Color,Color_Alt,Barnacle,Bluefin,Brinewater,Crableg,Eeltail,Flounder,Haggle,Hammerhead,Humpback,Inkblot,Lemuria,Mahi,Mako,Manta,Marlin,Mincemeat,Museum,Robo,Scorch,Shipshape,Sturgeon,Umami,Undertow,Urchin,Wahoo,Sets Played,Tourneys Played
40,169,Pixel,169,6.512,53.78583,-5,0,0,11.11,0,---,0,---,---,---,---,---,---,---,---,0,0,---,---,---,0,0,---,---,---,50,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,4,2
17,170,CXASE,170,6.166,73.858,-5,10,0,20,---,---,---,---,---,---,0,---,---,0,---,0,50,---,---,---,---,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
93,171,NewSquidbeak,171,5.94,79.01867,-5,0,0,11.11,0,---,---,0,---,---,0,---,---,0,---,0,100,---,---,---,---,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,3,1
147,172,Quax,172,5.396,89.3405,-5,0,0,0,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---,---,---,0,0,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
23,173,mad ferret,173,5.266,65.937,-5,6.818,0,0,0,---,---,0,---,---,0,---,0,0,---,0,0,---,---,---,0,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,2,0,0,1,0,0,2,0,1,2,0,1,3,0,0,0,1,3,0,1,0,1,0,0,0,7,2
145,174,Lexi,174,5.136,86.29467,-5,0,0,0,0,---,---,0,---,---,---,---,---,0,---,---,0,---,---,---,---,---,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1
116,175,LForLeo,175,5.125,59.64475,-5,0,0,11.11,0,---,---,0,---,---,---,---,---,0,---,0,0,---,---,---,---,0,---,---,---,50,---,---,---,9EE1F5,2AB3D6,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,4,1
128,176,pecan4pi,176,5.05,70.2536,-5,5.26,0,0,0,---,---,---,---,---,0,---,---,0,---,0,0,---,---,---,---,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,1,0,1,0,2,0,0,0,5,1
158,177,howl,177,5.039,80.88,-5,0,0,0,0,---,---,0,---,---,0,---,---,0,---,0,---,---,---,---,---,0,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
71,178,Corgan,178,4.75,37.8175,-5,0,0,20,---,---,---,100,---,---,0,---,---,---,---,---,0,---,---,---,---,---,---,---,---,0,0,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1
68,179,TJ,179,4.52,42.6395,-5,14.29,0,0,---,---,---,0,---,---,---,---,---,---,---,0,0,---,---,---,---,---,---,---,---,---,0,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1
21,180,Galaxy_Nightly,180,4.329,49.239,-5,20,0,0,0,---,---,---,---,---,---,---,0,0,---,0,0,---,---,---,---,0,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,4,1
4,181,RemixedFern,181,3.854,63.96,-5,0,0,20,0,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,100,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,1
39,182,pix!,182,3.742,29.94925,-5,9.09,0,11.11,---,---,---,0,---,---,---,---,---,0,---,33.33,0,---,---,---,---,---,---,0,---,0,---,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1
81,183,Bman,183,3.643,76.142,-5,0,0,0,0,---,---,---,---,---,---,---,---,---,---,0,0,---,---,---,---,---,---,0,---,---,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1
92,184,Ryu,184,3.581,73.26567,-5,0,0,0,0,---,---,0,---,---,0,---,---,0,---,0,0,---,---,---,---,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,3,1
171,185,KipoWick,185,3.325,55.7105,-5,0,0,0,0,---,0,---,---,---,---,---,---,---,---,0,---,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
174,186,BrieTreespark,186,3.227,54.3145,-5,0,0,0,0,---,0,---,---,---,---,---,---,---,---,0,---,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
175,186,juniper,186,3.227,54.3145,-5,0,0,0,0,---,0,---,---,---,---,---,---,---,---,0,---,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
10,188,jaded,188,2.97,51.269,-5,10,0,0,---,---,---,---,---,---,---,---,0,---,---,---,0,---,---,---,---,0,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1
73,189,DrewStarZ,189,2.936,67.7665,-5,0,0,0,---,---,---,0,---,---,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,0,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1
102,190,SmallWolf,190,2.899,59.58125,-5,0,0,0,0,---,---,---,---,---,0,---,---,0,---,0,0,---,---,---,---,0,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,4,1
35,191,shate,191,2.625,74.95767,-5,0,0,0,---,---,---,---,---,---,---,---,0,0,---,0,0,---,---,---,---,---,---,---,---,0,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
60,192,AnekinRed,192,2.456,59.5175,-5,0,0,0,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,0,0,---,---,---,---,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1
61,192,Luz,192,2.456,59.5175,-5,0,0,0,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,0,0,---,---,---,---,0,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1
46,194,A-Nash,194,2.395,61.421,-5,0,0,0,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---,0,---,0,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1
119,195,Tata357 :3,195,2.372,48.223,-5,0,0,0,---,---,---,---,---,---,0,---,---,0,---,0,---,---,---,---,---,0,---,0,---,0,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,4,1
151,196,Hometuu,196,1.974,37.0555,-5,0,0,0,0,---,---,0,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,0,---,---,---,9EE1F5,2AB3D6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
185,197,noah_gka21,197,1.947,35.787,-5,0,0,0,---,---,---,---,---,---,---,---,---,0,---,0,---,---,---,---,---,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58,198,RenOrSumthn,198,1.457,38.7055,-5,0,0,0,---,---,---,0,---,---,---,---,---,0,---,---,0,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1
59,198,brookocet,198,1.457,38.7055,-5,0,0,0,---,---,---,0,---,---,---,---,---,0,---,---,0,---,---,---,0,---,---,---,---,---,---,---,---,9EE1F5,2AB3D6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1
